------------------------------------------------------------------------------
INITIALISING DATA
------------------------------------------------------------------------------
Category A has 55 pictures
Category B has 55 pictures
Category C has 55 pictures
Category D has 55 pictures
Category E has 55 pictures
Category F has 55 pictures
Category G has 55 pictures
Category H has 55 pictures
Category I has 55 pictures
Category J has 55 pictures
Category K has 55 pictures
Category L has 55 pictures
Category M has 55 pictures
Category N has 55 pictures
Category O has 55 pictures
Category P has 55 pictures
Category Q has 55 pictures
Category R has 55 pictures
Category S has 55 pictures
Category T has 55 pictures
Category U has 55 pictures
Category V has 55 pictures
Category W has 55 pictures
Category X has 55 pictures
Category Y has 55 pictures
Category Z has 55 pictures
------------------------------------------------------------------------------
TRAINING MODEL
------------------------------------------------------------------------------
Iteration 1, loss = 3.38759771
Iteration 2, loss = 3.27034225
Iteration 3, loss = 3.12091065
Iteration 4, loss = 2.96693705
Iteration 5, loss = 2.82068985
Iteration 6, loss = 2.68104676
Iteration 7, loss = 2.54501028
Iteration 8, loss = 2.41233297
Iteration 9, loss = 2.27916895
Iteration 10, loss = 2.14680529
Iteration 11, loss = 2.01287185
Iteration 12, loss = 1.88035355
Iteration 13, loss = 1.74878878
Iteration 14, loss = 1.62091244
Iteration 15, loss = 1.49870236
Iteration 16, loss = 1.38263082
Iteration 17, loss = 1.27342493
Iteration 18, loss = 1.17369638
Iteration 19, loss = 1.08210311
Iteration 20, loss = 0.99947815
Iteration 21, loss = 0.92539409
Iteration 22, loss = 0.85788571
Iteration 23, loss = 0.79866992
Iteration 24, loss = 0.74551886
Iteration 25, loss = 0.69751723
Iteration 26, loss = 0.65480517
Iteration 27, loss = 0.61617872
Iteration 28, loss = 0.58142609
Iteration 29, loss = 0.54944389
Iteration 30, loss = 0.52082168
Iteration 31, loss = 0.49418421
Iteration 32, loss = 0.47084121
Iteration 33, loss = 0.44846856
Iteration 34, loss = 0.42851574
Iteration 35, loss = 0.40952466
Iteration 36, loss = 0.39232622
Iteration 37, loss = 0.37597080
Iteration 38, loss = 0.36092978
Iteration 39, loss = 0.34738876
Iteration 40, loss = 0.33384510
Iteration 41, loss = 0.32173197
Iteration 42, loss = 0.31021668
Iteration 43, loss = 0.29939506
Iteration 44, loss = 0.28901799
Iteration 45, loss = 0.27935436
Iteration 46, loss = 0.27022834
Iteration 47, loss = 0.26146615
Iteration 48, loss = 0.25326450
Iteration 49, loss = 0.24544999
Iteration 50, loss = 0.23813921
Iteration 51, loss = 0.23134285
